rank,seed,delta_G,delta_sigma,ssimW,ssimN1,ssimN2,ssimN3,corrW,corrN1,corrN2,corrN3,eW,eN1,eN2,eN3,sync,meta,mean,peakfreq
34,10,0.28,-0.08,0.1836,0.2293,0.164,0.1514,0.214,0.2478,0.1096,0.115,13.3173,12.5931,14.2355,18.3661,0.6639,0.1955,0.5637,5.625
34,11,-0.06,0.0,0.3047,0.234,0.2957,0.3243,0.3879,0.3058,0.3785,0.3631,17.9287,22.963,18.308,13.5668,0.4032,0.1741,0.2407,4.5
34,11,0.0,0.08,0.4366,0.3711,0.3622,0.2919,0.4918,0.3903,0.3912,0.3734,9.8104,9.8331,10.6028,15.7045,0.6447,0.2252,0.5608,4.625
34,11,0.06,0.16,0.386,0.3393,0.3539,0.2844,0.4234,0.3234,0.3501,0.3357,10.9514,10.5223,11.5484,16.8184,0.6782,0.2099,0.5782,3.875
34,11,0.14,-0.16,0.1703,0.1723,0.1489,0.2185,0.2118,0.2227,0.1703,0.2434,12.2107,14.3086,12.8639,13.7143,0.584,0.2038,0.4541,5.375
34,11,0.2,-0.08,0.1635,0.1921,0.1483,0.1573,0.2031,0.2239,0.1113,0.1386,13.4508,12.5413,14.2384,18.5825,0.6573,0.2183,0.5771,5.375
34,11,0.26,0.0,0.1792,0.2173,0.1255,0.1137,0.2009,0.2278,0.0561,0.0689,16.7074,14.2239,17.556,22.9498,0.7209,0.211,0.6587,5.25
34,12,-0.08,0.08,0.2451,0.1799,0.2311,0.2671,0.3663,0.272,0.33,0.3159,22.143,27.3105,22.6097,17.1987,0.3352,0.1467,0.1684,4.25
34,12,-0.02,0.16,0.4026,0.3071,0.3764,0.3493,0.3619,0.2381,0.3659,0.3646,9.8018,13.2839,10.1467,11.6109,0.5703,0.208,0.4486,4.5
34,12,0.06,-0.16,0.2352,0.2418,0.2267,0.2768,0.3162,0.3511,0.2856,0.3284,12.3944,15.854,12.9794,11.3258,0.52,0.1995,0.3768,4.875
34,12,0.12,-0.08,0.2111,0.2343,0.1975,0.2143,0.2803,0.3008,0.1978,0.2315,11.0478,11.5963,11.9181,15.2014,0.6175,0.2159,0.5184,5.0
34,12,0.18,0.0,0.1838,0.1947,0.1263,0.1438,0.2168,0.2131,0.0658,0.1057,14.741,13.214,15.7731,20.5443,0.7005,0.201,0.6138,5.0
34,12,0.24,0.08,0.1827,0.1903,0.1182,0.117,0.2016,0.1899,0.0471,0.0681,16.4596,14.2455,17.3437,22.7245,0.7216,0.2126,0.6569,5.0
34,13,-0.1,0.16,0.2256,0.1695,0.2107,0.245,0.3289,0.2563,0.3181,0.3008,23.5374,28.6496,23.8967,18.3235,0.3082,0.1449,0.1452,4.5
34,13,-0.02,-0.16,0.2403,0.175,0.2407,0.2905,0.3059,0.2269,0.3564,0.3774,19.6121,24.6888,19.7408,14.4082,0.3843,0.1625,0.2131,4.375
34,13,0.04,-0.08,0.2825,0.239,0.2723,0.3,0.3389,0.2941,0.3203,0.3461,12.4461,16.5856,12.9476,10.9863,0.5158,0.1989,0.3657,4.5
34,13,0.1,0.0,0.2532,0.2366,0.2075,0.2041,0.3033,0.2612,0.187,0.2181,11.2051,11.2283,12.1653,16.4404,0.665,0.1975,0.5542,4.625
34,13,0.16,0.08,0.1903,0.166,0.1332,0.1464,0.2325,0.1611,0.0967,0.1461,13.869,12.7118,14.7356,19.7435,0.6727,0.2383,0.6135,4.625
34,13,0.22,0.16,0.219,0.215,0.243,0.1737,0.222,0.177,0.292,0.2346,17.609,15.1418,17.3525,23.5435,0.7507,0.2006,0.6859,5.0
34,14,-0.1,-0.16,0.1828,0.1386,0.1723,0.2145,0.3771,0.2907,0.3464,0.3464,24.5466,29.7837,24.9646,18.9848,0.2773,0.1348,0.1179,4.625
34,14,-0.04,-0.08,0.3161,0.2284,0.2973,0.3418,0.3471,0.2404,0.3487,0.368,16.8423,21.876,17.1769,12.7157,0.4264,0.182,0.268,4.375
34,14,0.02,0.0,0.3744,0.3221,0.36,0.329,0.4245,0.347,0.3812,0.3901,9.0033,12.0507,9.7103,11.5646,0.5718,0.2182,0.4589,4.0
34,14,0.08,0.08,0.3454,0.3035,0.3245,0.2853,0.3513,0.2593,0.3129,0.3217,10.3396,11.7489,10.8981,14.5268,0.6258,0.224,0.518,4.25
34,14,0.14,0.16,0.2571,0.249,0.2798,0.2028,0.2382,0.1761,0.3053,0.2613,15.0592,13.5174,14.8095,20.5593,0.7109,0.2027,0.6325,4.5
34,14,0.22,-0.16,0.115,0.1242,0.1139,0.172,0.1464,0.1584,0.1159,0.176,13.1573,14.5241,13.6962,15.4682,0.6057,0.2034,0.4842,5.75
34,14,0.28,-0.08,0.1833,0.2203,0.1503,0.1573,0.2163,0.2345,0.1009,0.1331,13.8193,12.7836,14.7519,19.0787,0.6598,0.205,0.5826,5.625
34,15,-0.06,0.0,0.3319,0.2586,0.2995,0.3331,0.4424,0.3744,0.3971,0.3869,18.8309,23.8652,19.3613,14.2738,0.3863,0.1788,0.2196,4.375
34,15,0.0,0.08,0.426,0.3675,0.3836,0.3187,0.4735,0.3503,0.4124,0.4005,9.155,10.1325,9.813,14.4421,0.6405,0.2113,0.5371,4.75
34,15,0.06,0.16,0.3353,0.2696,0.2697,0.2385,0.3746,0.2591,0.2699,0.3,12.3769,11.266,13.0095,18.4676,0.6995,0.1938,0.6087,3.75
34,15,0.14,-0.16,0.1481,0.1482,0.1295,0.206,0.1945,0.2104,0.1624,0.2356,12.5434,14.6847,13.1266,13.7764,0.5753,0.211,0.4488,5.375
34,15,0.2,-0.08,0.1757,0.2102,0.1612,0.1673,0.2209,0.2544,0.1304,0.1577,14.0591,12.3945,14.7454,19.6376,0.6873,0.2026,0.6056,5.375
34,15,0.26,0.0,0.1808,0.2093,0.1261,0.1285,0.2209,0.2312,0.0704,0.0924,15.3306,13.5746,16.3645,21.2263,0.6975,0.192,0.6211,5.25
34,16,-0.08,0.08,0.2414,0.1802,0.2352,0.26,0.3055,0.2221,0.2875,0.2727,20.9015,25.9793,21.3129,16.2192,0.3564,0.1639,0.195,4.375
34,16,-0.02,0.16,0.4175,0.3152,0.3895,0.3759,0.381,0.2494,0.3551,0.3667,10.7403,14.9751,11.3063,10.9665,0.55,0.2029,0.4071,4.625
34,16,0.06,-0.16,0.1999,0.1753,0.1834,0.2468,0.2685,0.2505,0.2493,0.3046,13.0765,16.8689,13.5817,11.6736,0.5147,0.2096,0.3706,4.875
34,16,0.12,-0.08,0.1933,0.1901,0.1592,0.204,0.2686,0.2584,0.1773,0.2304,11.468,12.2828,12.4117,15.4021,0.6102,0.2228,0.5163,5.0
34,16,0.18,0.0,0.2063,0.2149,0.1409,0.1429,0.2581,0.2413,0.0993,0.1297,14.0619,12.5623,15.1032,20.0504,0.6969,0.1964,0.6122,5.0
34,16,0.24,0.08,0.1552,0.1546,0.0931,0.1019,0.1691,0.143,0.0043,0.0395,17.4371,15.163,18.3389,23.7319,0.7372,0.1998,0.6723,5.0
34,17,-0.1,0.16,0.2185,0.1681,0.2074,0.2365,0.3567,0.2845,0.3453,0.3145,23.8943,29.0099,24.2479,18.6697,0.3032,0.1377,0.1378,4.25
34,17,-0.02,-0.16,0.2532,0.1704,0.2251,0.2921,0.3237,0.2239,0.3202,0.3634,18.7041,23.8385,19.0697,13.8459,0.4043,0.1654,0.2287,4.375
34,17,0.04,-0.08,0.3468,0.3024,0.3188,0.3492,0.3988,0.3608,0.3543,0.3794,11.7295,15.8443,12.4097,10.6014,0.528,0.2013,0.3716,4.5
34,17,0.1,0.0,0.2485,0.2279,0.2128,0.2093,0.2996,0.2561,0.2014,0.222,10.695,11.5223,11.6409,15.3154,0.6322,0.2126,0.5267,4.625
34,17,0.16,0.08,0.1918,0.1605,0.1199,0.1355,0.2294,0.1559,0.0813,0.1233,13.4844,12.6878,14.4872,19.2525,0.6916,0.2061,0.5991,4.625
34,17,0.22,0.16,0.1959,0.1963,0.2235,0.1511,0.1878,0.1465,0.2638,0.2055,18.7316,16.1332,18.4425,24.6633,0.7629,0.195,0.7018,5.0
34,18,-0.1,-0.16,0.1766,0.141,0.1738,0.2149,0.3711,0.3065,0.3333,0.3386,25.2681,30.4383,25.7044,19.6765,0.2706,0.1255,0.1068,4.625
34,18,-0.04,-0.08,0.3176,0.2376,0.3073,0.3443,0.3481,0.2458,0.3634,0.3738,16.1974,21.1321,16.4486,12.3584,0.4557,0.172,0.2838,4.375
34,18,0.02,0.0,0.3536,0.3052,0.3281,0.2991,0.4003,0.3282,0.3477,0.3477,9.0728,11.7089,9.8302,12.2619,0.5904,0.2061,0.473,3.875
34,18,0.08,0.08,0.3189,0.2767,0.2818,0.2601,0.3514,0.2583,0.2679,0.2907,10.2309,11.2325,11.06,15.0274,0.6425,0.2036,0.5322,4.25
34,18,0.14,0.16,0.2773,0.2604,0.3085,0.2286,0.2488,0.1775,0.3261,0.2811,14.6264,13.3124,14.312,19.9999,0.7045,0.2044,0.6233,4.625
34,18,0.22,-0.16,0.1231,0.1288,0.1223,0.1805,0.1743,0.177,0.1396,0.1996,12.8711,14.5943,13.4529,14.8666,0.577,0.2181,0.4713,5.75
34,18,0.28,-0.08,0.1891,0.2303,0.1632,0.1585,0.2396,0.2736,0.1267,0.1342,13.4688,12.5557,14.4338,18.6458,0.6623,0.1986,0.5696,5.625
34,19,-0.06,0.0,0.2827,0.1996,0.2614,0.2988,0.4015,0.2858,0.3714,0.3657,20.2082,25.457,20.6601,15.3485,0.3602,0.1693,0.1976,4.25
34,19,0.0,0.08,0.4287,0.36,0.3729,0.3247,0.4867,0.3669,0.4044,0.3983,8.8475,10.181,9.6846,13.9894,0.6365,0.2022,0.5263,4.75
34,19,0.06,0.16,0.3495,0.2988,0.3016,0.2578,0.3986,0.2796,0.3293,0.3374,11.9347,10.9611,12.423,17.9621,0.6881,0.2105,0.6021,3.875
34,19,0.14,-0.16,0.1666,0.1771,0.1579,0.226,0.2346,0.2548,0.2017,0.2718,11.8388,13.9326,12.4303,13.3007,0.5672,0.2138,0.453,5.375
34,19,0.2,-0.08,0.1835,0.1974,0.1582,0.1765,0.2289,0.2313,0.1283,0.1685,12.7921,12.3658,13.6784,17.6961,0.6445,0.2136,0.5613,5.375
34,19,0.26,0.0,0.1811,0.205,0.1307,0.1242,0.2037,0.2126,0.0518,0.0706,16.0262,13.896,16.9599,22.1708,0.7079,0.1976,0.6436,5.25
34,20,-0.08,0.08,0.2641,0.2045,0.2614,0.2813,0.3746,0.2934,0.3612,0.3264,21.5985,26.7159,21.9708,16.6829,0.3533,0.1432,0.1765,4.25
34,20,-0.02,0.16,0.3722,0.2945,0.3745,0.3502,0.3204,0.2108,0.348,0.3524,10.2414,13.5768,10.4041,11.7907,0.5852,0.2065,0.4484,4.5
34,20,0.06,-0.16,0.2518,0.2179,0.2396,0.3058,0.3454,0.3187,0.3123,0.3577,14.551,18.9843,15.1104,11.5029,0.4614,0.2013,0.315,4.875
34,20,0.12,-0.08,0.2198,0.2357,0.2006,0.223,0.2805,0.3017,0.2108,0.2439,11.232,11.5295,11.993,15.5079,0.6322,0.2056,0.527,5.0
34,20,0.18,0.0,0.1889,0.198,0.141,0.1458,0.2146,0.1971,0.0729,0.1089,14.1595,13.0881,15.1979,19.746,0.7029,0.1847,0.597,5.0
34,20,0.24,0.08,0.1668,0.1722,0.1101,0.1166,0.1957,0.177,0.0441,0.0795,17.0553,14.6129,17.8405,23.3898,0.7402,0.1949,0.6741,5.0
34,21,-0.1,0.16,0.2186,0.1661,0.205,0.2411,0.3604,0.2849,0.3554,0.337,24.137,29.2577,24.4613,18.8012,0.3007,0.1391,0.1345,4.25
34,21,-0.02,-0.16,0.2552,0.1994,0.2779,0.3072,0.3142,0.2474,0.3703,0.3577,19.0978,24.1133,19.1972,14.151,0.39,0.1733,0.2219,4.375
34,21,0.04,-0.08,0.2694,0.2329,0.2449,0.2786,0.3454,0.3045,0.3047,0.3307,13.3342,17.5183,13.9653,11.5613,0.4962,0.2063,0.35,4.5
34,21,0.1,0.0,0.2903,0.2704,0.2421,0.2453,0.3573,0.3115,0.2334,0.2662,10.3833,10.8384,11.4509,15.4676,0.6527,0.2014,0.5389,4.625
34,21,0.16,0.08,0.2399,0.2348,0.2391,0.1976,0.2774,0.2207,0.2315,0.2252,12.0052,12.9582,12.5979,16.0939,0.642,0.2031,0.5237,4.625
34,21,0.22,0.16,0.1971,0.1803,0.2155,0.1474,0.1898,0.1227,0.2519,0.1955,17.987,15.7367,17.7609,23.8695,0.7632,0.1882,0.6864,5.0
34,22,-0.1,-0.16,0.1652,0.124,0.1508,0.1955,0.3617,0.2656,0.3309,0.34,25.4113,30.6802,25.8257,19.7557,0.2563,0.1227,0.1039,4.625
34,22,-0.04,-0.08,0.3421,0.2636,0.3107,0.353,0.3831,0.2917,0.3501,0.3656,16.3845,21.3709,16.9042,12.5056,0.4275,0.1894,0.2715,4.375
34,22,0.02,0.0,0.3054,0.2434,0.2693,0.2747,0.3519,0.255,0.2906,0.3164,9.1827,11.902,9.9896,12.3744,0.5931,0.2138,0.476,4.0
34,22,0.08,0.08,0.3238,0.2986,0.3358,0.2754,0.3346,0.2541,0.3392,0.3345,10.6654,11.3627,10.8908,15.2426,0.6452,0.2134,0.5396,4.25
34,22,0.14,0.16,0.273,0.2527,0.2997,0.2241,0.2342,0.1616,0.3227,0.2808,15.2379,13.728,14.866,20.6495,0.7114,0.2087,0.6353,4.5
34,22,0.22,-0.16,0.1225,0.1237,0.1004,0.1647,0.1719,0.1733,0.1091,0.1755,13.0951,14.8867,13.8936,15.0995,0.5736,0.2155,0.4672,5.75
34,22,0.28,-0.08,0.192,0.24,0.1639,0.16,0.2376,0.2868,0.1216,0.1365,13.2635,12.0881,14.2102,18.5958,0.6634,0.2021,0.576,5.625
34,23,-0.06,0.0,0.3315,0.2591,0.3117,0.3392,0.4212,0.337,0.3984,0.3753,19.1555,24.2729,19.5823,14.4861,0.3857,0.1597,0.214,4.25
34,23,0.0,0.08,0.3839,0.3365,0.3341,0.2867,0.4701,0.3499,0.3796,0.3906,10.4697,10.154,11.1398,16.379,0.6649,0.206,0.5756,4.625
34,23,0.06,0.16,0.3488,0.2876,0.292,0.2574,0.3815,0.2608,0.3013,0.3279,12.965,11.5141,13.4373,19.1282,0.7078,0.2015,0.6233,3.875
34,23,0.14,-0.16,0.1919,0.1765,0.1505,0.2286,0.2564,0.2521,0.1863,0.2589,12.0293,14.6134,12.91,13.1675,0.5705,0.195,0.4364,5.375
34,23,0.2,-0.08,0.1949,0.2384,0.1841,0.1938,0.2394,0.2753,0.1529,0.1834,13.0095,11.9318,13.7554,18.1872,0.6592,0.2102,0.5766,5.375
34,23,0.26,0.0,0.1815,0.2058,0.1359,0.1332,0.2141,0.2193,0.0683,0.0954,16.1618,13.8759,17.0118,22.3583,0.7228,0.1897,0.6526,5.25
34,24,-0.08,0.08,0.2585,0.1924,0.2501,0.2806,0.3412,0.2563,0.3178,0.3032,21.1691,26.2664,21.5942,16.3904,0.3536,0.1616,0.1881,4.625
34,24,-0.02,0.16,0.3723,0.2763,0.369,0.3584,0.3086,0.1876,0.3588,0.3688,10.3411,13.7176,10.3308,11.7172,0.5746,0.2097,0.4494,4.625
34,24,0.06,-0.16,0.2459,0.2204,0.221,0.2878,0.3327,0.3126,0.2777,0.3344,13.7667,17.8005,14.49,11.7824,0.4885,0.2092,0.3462,4.875
34,24,0.12,-0.08,0.2186,0.2246,0.185,0.2018,0.2807,0.2974,0.1942,0.213,11.5679,11.6877,12.4325,16.1187,0.632,0.2184,0.5339,5.0
34,24,0.18,0.0,0.202,0.2206,0.1535,0.1478,0.2349,0.2292,0.0882,0.1123,14.2283,12.8825,15.2682,20.01,0.6844,0.209,0.6039,5.0
34,24,0.24,0.08,0.1545,0.1462,0.0812,0.1012,0.1725,0.1399,0.0101,0.0566,17.5968,15.1295,18.3937,23.9716,0.7609,0.179,0.6842,5.0
35,0,-0.08,0.1,0.2672,0.2004,0.2578,0.2819,0.387,0.2867,0.3683,0.3412,21.6171,26.8088,22.009,16.6665,0.3501,0.1405,0.1757,4.5
35,0,-0.02,0.18,0.4048,0.3021,0.3901,0.392,0.3689,0.2623,0.4084,0.4089,9.9658,13.6586,10.0469,10.877,0.5589,0.2089,0.4331,4.625
35,0,0.06,-0.14,0.2457,0.2265,0.2477,0.2838,0.317,0.2971,0.3002,0.3353,12.8898,16.769,13.3693,11.4218,0.514,0.2113,0.3666,4.875
35,0,0.12,-0.06,0.2241,0.2336,0.1842,0.2095,0.2879,0.2977,0.1887,0.2317,11.763,11.2737,12.623,16.8365,0.6576,0.2062,0.5591,5.0
35,0,0.18,0.02,0.1788,0.1845,0.1287,0.1455,0.1948,0.1772,0.0632,0.1087,14.9241,13.292,15.7763,20.7743,0.7147,0.1925,0.6247,4.875
35,0,0.24,0.1,0.1393,0.1376,0.0823,0.098,0.1678,0.1393,0.0115,0.0566,18.0838,15.531,18.8526,24.4536,0.7545,0.1897,0.6913,5.0
35,1,-0.1,0.18,0.1904,0.1437,0.1859,0.2164,0.327,0.2466,0.3284,0.3047,24.5777,29.743,24.8878,19.1848,0.2961,0.142,0.1259,4.25
35,1,-0.02,-0.14,0.2876,0.2188,0.2796,0.3234,0.3435,0.2678,0.3757,0.3924,18.0154,23.0592,18.223,13.1528,0.3943,0.1901,0.238,4.25
35,1,0.04,-0.06,0.3003,0.2474,0.2839,0.3107,0.3592,0.2922,0.336,0.3629,11.8367,15.9214,12.3699,10.9722,0.5275,0.2012,0.3823,4.375
35,1,0.1,0.02,0.2429,0.2245,0.2082,0.2152,0.2847,0.2295,0.1843,0.2305,10.9983,11.7279,11.9403,15.5998,0.6401,0.2225,0.5332,4.5
35,1,0.16,0.1,0.2332,0.2285,0.2522,0.1768,0.2256,0.1683,0.2715,0.2249,15.0782,13.5869,14.9485,20.6199,0.7111,0.2068,0.6298,4.75
35,1,0.22,0.18,0.2009,0.195,0.2308,0.1658,0.1764,0.1264,0.269,0.2172,18.1523,15.8048,17.7783,23.8908,0.7407,0.2065,0.6879,5.0
35,2,-0.1,-0.14,0.1787,0.1389,0.1717,0.2135,0.348,0.2793,0.3427,0.3316,24.5818,29.7486,24.9206,19.0364,0.2844,0.1232,0.1205,4.5
35,2,-0.04,-0.06,0.3162,0.232,0.3068,0.3373,0.3592,0.2505,0.3569,0.3591,16.345,21.3463,16.6972,12.5672,0.4511,0.1736,0.2784,4.125
35,2,0.02,0.02,0.3789,0.3199,0.3419,0.3019,0.4324,0.3484,0.3664,0.3551,8.7351,10.7028,9.5372,13.0573,0.6068,0.2133,0.5002,3.875
35,2,0.08,0.1,0.3399,0.3047,0.3142,0.2686,0.3751,0.2847,0.2959,0.2998,10.3745,10.8605,11.122,15.6166,0.6579,0.201,0.5478,4.125
35,2,0.14,0.18,0.2495,0.2339,0.2829,0.2043,0.2282,0.1653,0.316,0.2655,15.3164,13.7417,14.9494,20.7621,0.7257,0.1968,0.636,4.5
35,2,0.22,-0.14,0.1195,0.1322,0.1123,0.1656,0.1784,0.1926,0.1273,0.1833,12.9961,14.5391,13.6984,15.2011,0.5781,0.2184,0.4743,5.625
35,2,0.28,-0.06,0.1868,0.2331,0.1522,0.1535,0.2479,0.2768,0.1163,0.1375,13.6082,12.293,14.6115,19.1706,0.6784,0.1934,0.5887,5.5
35,3,-0.06,0.02,0.3306,0.2485,0.3082,0.3324,0.3888,0.2956,0.3601,0.3406,17.8861,22.9637,18.3613,13.7074,0.4018,0.1824,0.2418,4.125
35,3,0.0,0.1,0.4141,0.3543,0.3689,0.297,0.4737,0.3529,0.4086,0.3868,10.454,10.1884,11.0077,16.3709,0.6738,0.2059,0.5745,4.75
35,3,0.06,0.18,0.3696,0.3126,0.318,0.2709,0.4405,0.3218,0.3665,0.3797,13.0803,11.359,13.4922,19.3811,0.7275,0.1973,0.631,3.875
35,3,0.14,-0.14,0.1868,0.1777,0.1651,0.2394,0.2568,0.2538,0.2026,0.2739,12.4551,15.3582,13.214,12.8012,0.5416,0.2146,0.417,5.375
35,3,0.2,-0.06,0.2056,0.2337,0.1791,0.1814,0.2623,0.2809,0.1515,0.1705,12.4977,11.9464,13.4595,17.5797,0.6574,0.2087,0.5592,5.25
35,3,0.26,0.02,0.1791,0.1967,0.1301,0.1372,0.2134,0.2123,0.069,0.0981,15.8448,13.7579,16.7263,21.9464,0.7125,0.2096,0.6434,5.25
35,4,-0.08,0.1,0.2663,0.2074,0.2662,0.2947,0.3624,0.2886,0.3628,0.3336,21.158,26.2616,21.482,16.162,0.3447,0.1536,0.1825,4.375
35,4,-0.02,0.18,0.3826,0.301,0.3814,0.3581,0.3364,0.2377,0.3687,0.3614,10.659,14.3587,10.7834,11.305,0.5566,0.2145,0.4248,4.5
35,4,0.06,-0.14,0.2447,0.233,0.24,0.2856,0.3179,0.3139,0.2932,0.3365,12.4782,16.2196,13.0206,11.2482,0.5062,0.2132,0.3738,4.875
35,4,0.12,-0.06,0.2421,0.2455,0.219,0.2277,0.3071,0.3016,0.2157,0.2448,10.7455,12.189,11.7445,14.2708,0.5988,0.206,0.4918,5.0
35,4,0.18,0.02,0.1701,0.1786,0.1235,0.1325,0.2104,0.1882,0.0689,0.1098,15.2362,13.3477,16.0761,21.3069,0.7114,0.2027,0.6379,4.875
35,4,0.24,0.1,0.1747,0.1759,0.2055,0.1442,0.1671,0.1203,0.2302,0.1793,17.7636,15.622,17.5248,23.4658,0.758,0.183,0.6748,5.125
35,5,-0.1,0.18,0.2133,0.1656,0.2088,0.2405,0.3581,0.2887,0.3591,0.3296,24.0851,29.1916,24.388,18.7647,0.2985,0.1345,0.1346,4.375
35,5,-0.02,-0.14,0.2965,0.2023,0.2666,0.3355,0.3678,0.2493,0.3611,0.396,18.762,24.0013,19.1341,13.8084,0.3889,0.1777,0.2233,4.375
35,5,0.04,-0.06,0.3063,0.2699,0.2784,0.3077,0.3832,0.3441,0.3234,0.3514,11.986,16.0843,12.7696,10.9365,0.5177,0.2003,0.3701,4.5
35,5,0.1,0.02,0.2799,0.2361,0.2066,0.2078,0.3156,0.2389,0.176,0.212,10.7753,11.5544,11.9582,15.7609,0.6461,0.2077,0.5363,4.5
35,5,0.16,0.1,0.2585,0.2375,0.2897,0.2211,0.2404,0.1661,0.2965,0.2661,14.3176,13.3378,14.118,19.5045,0.6886,0.2152,0.6099,4.75
35,5,0.22,0.18,0.1857,0.1898,0.2199,0.1419,0.1765,0.1371,0.2597,0.1941,18.5655,16.0051,18.2506,24.4841,0.7559,0.1912,0.6984,5.0
35,6,-0.1,-0.14,0.1704,0.1274,0.1582,0.2041,0.3661,0.2788,0.3379,0.3485,25.3458,30.5849,25.752,19.6853,0.2611,0.1285,0.1055,4.5
35,6,-0.04,-0.06,0.3278,0.2326,0.2964,0.3423,0.372,0.2499,0.3596,0.377,17.6757,22.8194,18.0692,13.3623,0.4122,0.1841,0.2515,4.25
35,6,0.02,0.02,0.3853,0.3291,0.3412,0.3035,0.4382,0.3539,0.36,0.3686,9.1322,10.2539,9.9343,14.0903,0.6417,0.2079,0.5258,3.875
35,6,0.08,0.1,0.2968,0.259,0.3022,0.2424,0.3039,0.2096,0.2881,0.273,11.3151,11.8193,11.6574,16.1677,0.654,0.2063,0.5506,4.125
35,6,0.14,0.18,0.2358,0.2283,0.2681,0.1942,0.2133,0.1495,0.2985,0.2503,15.6356,13.9123,15.3082,21.1921,0.7322,0.1887,0.6446,4.5
35,6,0.22,-0.14,0.15,0.153,0.1349,0.1918,0.2123,0.2094,0.1452,0.2042,12.6657,14.8027,13.5097,14.3793,0.5686,0.21,0.4534,5.625
35,6,0.28,-0.06,0.1981,0.2341,0.1581,0.1517,0.2331,0.2526,0.0982,0.1114,13.6722,12.6184,14.7319,19.1395,0.6672,0.2182,0.5817,5.5
35,7,-0.06,0.02,0.2878,0.2143,0.2762,0.3011,0.3877,0.3005,0.3665,0.3465,19.0035,24.1032,19.4307,14.4672,0.3888,0.1572,0.2204,4.375
35,7,0.0,0.1,0.3996,0.3424,0.3485,0.2842,0.4848,0.3586,0.403,0.3904,10.9869,10.2721,11.5611,17.1184,0.681,0.2186,0.5898,4.625
35,7,0.06,0.18,0.371,0.3264,0.3272,0.2673,0.4355,0.3251,0.3677,0.3685,13.2129,11.4554,13.6095,19.5225,0.6937,0.2053,0.6323,5.25
35,7,0.14,-0.14,0.1831,0.1783,0.1677,0.2327,0.2459,0.247,0.2075,0.2733,11.688,13.7991,12.3165,13.4312,0.5789,0.2092,0.4591,5.375
35,7,0.2,-0.06,0.1953,0.2257,0.1527,0.1609,0.2352,0.2546,0.106,0.1383,13.6553,12.5206,14.6609,19.0692,0.6716,0.1982,0.5851,5.25
35,7,0.26,0.02,0.1598,0.1921,0.1256,0.1235,0.1864,0.2002,0.058,0.0823,16.762,14.3303,17.503,22.931,0.7343,0.184,0.662,5.125
35,8,-0.08,0.1,0.2643,0.2041,0.2609,0.2758,0.3512,0.275,0.3389,0.3046,21.6561,26.7415,22.0277,16.7981,0.3361,0.1615,0.1778,4.5
35,8,-0.02,0.18,0.3938,0.2854,0.3643,0.3604,0.3419,0.2082,0.3504,0.3607,10.5087,14.3981,10.8183,11.3227,0.5682,0.1993,0.4277,4.5
35,8,0.06,-0.14,0.2354,0.2207,0.2283,0.2725,0.3111,0.3049,0.2809,0.3186,13.4289,17.4144,13.9959,11.525,0.5036,0.1964,0.3502,4.875
35,8,0.12,-0.06,0.2444,0.2552,0.2246,0.2435,0.2929,0.2964,0.2085,0.2433,10.883,11.8355,11.794,14.7835,0.6153,0.2127,0.5081,5.0
35,8,0.18,0.02,0.1827,0.1809,0.1266,0.1468,0.2225,0.1952,0.0781,0.1246,14.1932,12.9901,15.1993,19.8929,0.6918,0.1896,0.6053,4.875
35,8,0.24,0.1,0.1739,0.1542,0.0995,0.1199,0.2025,0.152,0.0344,0.0839,16.2369,14.2314,17.1534,22.4865,0.7387,0.19,0.6572,5.0
35,9,-0.1,0.18,0.2082,0.159,0.199,0.2404,0.3343,0.2618,0.3382,0.3309,23.9955,29.1221,24.2958,18.5679,0.3001,0.1388,0.1361,4.5
35,9,-0.02,-0.14,0.2627,0.2018,0.2657,0.3172,0.3379,0.263,0.3782,0.395,18.9764,24.0407,19.1465,13.8778,0.3812,0.1858,0.2214,4.375
35,9,0.04,-0.06,0.3017,0.2652,0.2869,0.2983,0.3836,0.3421,0.3404,0.35,12.4007,16.5735,13.0601,11.0724,0.5135,0.1915,0.3615,4.5
35,9,0.1,0.02,0.2534,0.2347,0.2037,0.2016,0.3118,0.2622,0.2021,0.232,10.5827,11.4908,11.6114,15.201,0.6289,0.2048,0.5252,4.5
35,9,0.16,0.1,0.27,0.259,0.2967,0.2238,0.2656,0.2024,0.3122,0.2773,13.2307,12.8787,13.0792,18.0117,0.6578,0.224,0.5778,4.625
35,9,0.22,0.18,0.1917,0.1827,0.2191,0.1526,0.1733,0.129,0.2546,0.1994,17.5947,15.4481,17.2612,23.2427,0.7367,0.2042,0.6728,5.0
35,10,-0.1,-0.14,0.182,0.141,0.1716,0.2148,0.3547,0.2755,0.3193,0.3336,24.6873,29.8876,25.1245,19.1431,0.2776,0.1304,0.1184,4.625
35,10,-0.04,-0.06,0.3328,0.2417,0.2878,0.3267,0.3525,0.2474,0.3218,0.3387,15.8502,20.8399,16.3723,12.2841,0.4419,0.1938,0.2852,4.25
35,10,0.02,0.02,0.397,0.3414,0.3511,0.2988,0.4557,0.3644,0.3569,0.3588,9.0421,10.089,9.9515,14.2442,0.6292,0.2116,0.5292,3.875
35,10,0.08,0.1,0.3268,0.2909,0.3131,0.2522,0.3602,0.2752,0.3227,0.3159,11.1098,11.0093,11.5519,16.4883,0.6653,0.2063,0.5668,4.125
