rank,seed,delta_G,delta_sigma,ssimW,ssimN1,ssimN2,ssimN3,corrW,corrN1,corrN2,corrN3,eW,eN1,eN2,eN3,sync,meta,mean,peakfreq
18,36,0.04,-0.08,0.4092,0.3492,0.3768,0.3597,0.4591,0.3673,0.3976,0.4079,9.0274,12.7693,9.8865,10.7087,0.5639,0.2151,0.4339,4.25
18,36,0.1,0.0,0.3594,0.393,0.3829,0.2692,0.4376,0.4534,0.4467,0.3794,13.0401,10.7069,13.1063,19.2139,0.6816,0.2228,0.6245,5.875
18,36,0.16,0.08,0.2655,0.3059,0.257,0.1498,0.4162,0.4684,0.3899,0.2731,22.3998,18.3309,22.4451,29.2889,0.8172,0.1902,0.7961,6.25
18,36,0.22,0.16,0.1684,0.1977,0.1607,0.0836,0.3205,0.3876,0.296,0.1887,27.5328,23.2816,27.5347,34.405,0.8799,0.1535,0.8799,6.625
18,37,-0.1,-0.16,0.1009,0.0761,0.093,0.1232,0.3398,0.24,0.3076,0.3575,27.7162,33.0183,28.113,21.7075,0.2037,0.1076,0.0597,4.625
18,37,-0.04,-0.08,0.3498,0.2732,0.3247,0.3555,0.4453,0.3362,0.4062,0.4167,16.6461,21.875,17.1747,12.2052,0.4122,0.1881,0.2513,4.0
18,37,0.02,0.0,0.4151,0.374,0.3889,0.3183,0.4728,0.4058,0.4441,0.4186,9.0746,9.9881,9.5524,14.0307,0.6448,0.1937,0.5278,5.0
18,37,0.08,0.08,0.3105,0.3269,0.3011,0.2179,0.4484,0.4281,0.4314,0.3806,17.4123,14.0959,17.5027,24.0513,0.7551,0.2075,0.7123,5.625
18,37,0.14,0.16,0.2575,0.3023,0.2495,0.1549,0.4397,0.5223,0.4221,0.315,24.7836,20.5358,24.7861,31.6551,0.8216,0.2045,0.8372,6.0
18,37,0.22,-0.16,0.2745,0.333,0.2598,0.1988,0.3571,0.4154,0.2635,0.2264,11.5136,11.2095,12.4616,16.3352,0.6031,0.2311,0.5297,5.125
18,37,0.28,-0.08,0.1376,0.1546,0.0942,0.046,0.2294,0.2788,0.151,0.0936,24.406,20.385,24.5811,31.2531,0.8326,0.1752,0.8217,4.625
18,38,-0.06,0.0,0.328,0.239,0.2929,0.3503,0.4462,0.3089,0.3842,0.4181,18.1455,23.5043,18.7485,13.3599,0.3979,0.1707,0.2253,4.25
18,38,0.0,0.08,0.3811,0.3405,0.346,0.2862,0.4643,0.3887,0.4185,0.4004,11.0739,10.1249,11.4861,17.0549,0.6825,0.2023,0.5887,4.75
18,38,0.06,0.16,0.3081,0.3395,0.298,0.1989,0.499,0.519,0.494,0.3872,20.8203,16.9495,20.835,27.6353,0.7655,0.2164,0.7728,5.25
18,38,0.14,-0.16,0.2957,0.2997,0.2476,0.236,0.3232,0.3307,0.2083,0.2093,11.6968,13.7417,12.9346,14.3024,0.5716,0.2129,0.4545,5.0
18,38,0.2,-0.08,0.1532,0.175,0.1269,0.0611,0.2195,0.2445,0.1603,0.105,18.6979,15.5852,19.0114,25.1747,0.7493,0.2037,0.7066,4.75
18,38,0.26,0.0,0.1468,0.1658,0.1071,0.0569,0.2496,0.2742,0.1592,0.1171,25.5731,21.5282,25.7349,32.4351,0.8517,0.1713,0.8437,4.5
18,39,-0.08,0.08,0.248,0.1803,0.2182,0.2718,0.4183,0.2973,0.3589,0.3978,22.3841,27.7281,22.9072,16.895,0.324,0.156,0.151,4.5
18,39,-0.02,0.16,0.3867,0.3411,0.3648,0.3132,0.456,0.3471,0.4121,0.4033,11.1268,10.3538,11.5264,17.0777,0.69,0.2081,0.5897,4.25
18,39,0.06,-0.16,0.3645,0.3175,0.3248,0.3304,0.4053,0.3556,0.3121,0.3284,13.1827,17.5836,14.1496,11.4952,0.4908,0.2054,0.3402,4.625
18,39,0.12,-0.08,0.284,0.3071,0.2817,0.2418,0.3229,0.3469,0.2602,0.2495,12.3576,11.5811,12.9873,17.4285,0.6559,0.2102,0.562,4.625
18,39,0.18,0.0,0.318,0.3607,0.3092,0.1815,0.4392,0.4985,0.3887,0.2781,17.8493,14.1079,18.0444,24.7093,0.7679,0.2051,0.7163,6.375
18,39,0.24,0.08,0.1463,0.1574,0.1053,0.046,0.2496,0.2663,0.1581,0.0962,27.0636,22.9551,27.1994,33.9697,0.8942,0.1299,0.869,4.375
18,40,-0.1,0.16,0.1315,0.1015,0.126,0.1615,0.3772,0.292,0.3569,0.3896,26.9402,32.2125,27.3142,20.9633,0.2536,0.123,0.0729,4.125
18,40,-0.02,-0.16,0.328,0.2464,0.2974,0.334,0.4451,0.342,0.3806,0.4002,17.5627,22.7549,18.1966,13.1042,0.3996,0.1826,0.2383,4.375
18,40,0.04,-0.08,0.3928,0.3331,0.359,0.3565,0.4389,0.3522,0.3576,0.3792,9.5688,13.5079,10.5606,10.6507,0.5614,0.2037,0.4189,4.25
18,40,0.1,0.0,0.2937,0.2871,0.2503,0.2239,0.3482,0.3459,0.2437,0.2388,13.1176,11.4094,13.8408,19.1647,0.6957,0.1971,0.6085,4.375
18,40,0.16,0.08,0.2293,0.276,0.2198,0.1293,0.3868,0.4638,0.3613,0.2553,24.2203,20.0203,24.2476,31.0949,0.8228,0.1951,0.8261,6.25
18,40,0.22,0.16,0.1703,0.2082,0.1525,0.0807,0.3263,0.4253,0.283,0.1778,27.6289,23.307,27.6557,34.5247,0.8816,0.1476,0.8815,6.5
18,41,-0.1,-0.16,0.1161,0.0871,0.1099,0.1418,0.3921,0.2767,0.3442,0.3797,27.7004,33.0323,28.1227,21.7267,0.21,0.1012,0.0586,4.625
18,41,-0.04,-0.08,0.3549,0.2861,0.3397,0.3833,0.4388,0.3425,0.4161,0.4459,16.4196,21.5824,16.8791,11.8454,0.4134,0.1899,0.2565,4.0
18,41,0.02,0.0,0.4572,0.4052,0.4166,0.3482,0.5091,0.4323,0.4527,0.4283,8.4454,9.8909,9.1541,13.318,0.6104,0.2352,0.5146,5.0
18,41,0.08,0.08,0.373,0.4012,0.3604,0.2552,0.5315,0.5458,0.4899,0.4084,17.0591,13.5236,17.2077,23.8527,0.7326,0.2228,0.7097,5.625
18,41,0.14,0.16,0.268,0.3244,0.2563,0.1573,0.447,0.5447,0.4253,0.31,24.047,19.789,24.062,30.9332,0.79,0.2237,0.8252,6.0
18,41,0.22,-0.16,0.2882,0.3359,0.2437,0.2217,0.3165,0.3728,0.2052,0.1979,11.9217,12.4062,13.0734,15.8337,0.6055,0.2102,0.5002,5.125
18,41,0.28,-0.08,0.132,0.1484,0.0918,0.0404,0.2145,0.2365,0.1379,0.0843,23.4365,19.6008,23.6382,30.2463,0.8186,0.1757,0.8032,4.625
18,42,-0.06,0.0,0.3371,0.2451,0.2886,0.3411,0.4428,0.3136,0.3625,0.3882,17.8648,23.1826,18.5551,13.3374,0.3956,0.1816,0.2311,4.375
18,42,0.0,0.08,0.4494,0.3862,0.3967,0.3245,0.5293,0.4238,0.4712,0.4535,10.6499,9.8177,11.1109,16.7612,0.6795,0.2098,0.5874,4.75
18,42,0.06,0.16,0.2912,0.3162,0.292,0.1985,0.4624,0.4824,0.4655,0.3761,19.6346,15.9049,19.6502,26.3788,0.765,0.2159,0.7516,5.25
18,42,0.14,-0.16,0.2863,0.294,0.2426,0.2443,0.2928,0.3063,0.2074,0.2177,11.702,13.0943,12.671,14.8454,0.6143,0.1938,0.4819,5.0
18,42,0.2,-0.08,0.1592,0.1892,0.1291,0.0671,0.2434,0.2841,0.1753,0.1195,19.8373,16.3177,20.119,26.4991,0.7697,0.1975,0.7359,4.625
18,42,0.26,0.0,0.1278,0.1407,0.085,0.036,0.2173,0.2387,0.1339,0.0776,25.9024,21.8739,26.0533,32.7725,0.8716,0.1469,0.8479,4.5
18,43,-0.08,0.08,0.2414,0.1822,0.2207,0.2797,0.4317,0.3202,0.3963,0.4266,22.5961,27.9224,23.0356,16.9655,0.3253,0.1522,0.1454,4.25
18,43,-0.02,0.16,0.3983,0.3298,0.3195,0.2886,0.4715,0.3511,0.3703,0.3807,10.4784,10.2249,11.2269,16.3996,0.6626,0.2237,0.5743,4.25
18,43,0.06,-0.16,0.3428,0.3155,0.3467,0.3483,0.4141,0.3739,0.364,0.3816,11.6053,15.8845,12.3213,10.3112,0.4979,0.2167,0.3654,4.625
18,43,0.12,-0.08,0.2787,0.2832,0.2364,0.2096,0.3065,0.3138,0.1997,0.1918,13.0279,11.81,13.8724,18.7097,0.6788,0.2054,0.5873,4.625
18,43,0.18,0.0,0.3047,0.348,0.3215,0.1978,0.4131,0.4467,0.3924,0.2999,16.6228,13.2641,16.7445,23.2754,0.7601,0.1958,0.6925,6.375
18,43,0.24,0.08,0.1368,0.1515,0.0971,0.0455,0.2385,0.2521,0.1466,0.0951,27.0814,22.987,27.2167,33.9696,0.8865,0.1448,0.8691,4.375
18,44,-0.1,0.16,0.1465,0.1056,0.1268,0.1748,0.3745,0.2453,0.3101,0.3662,26.3997,31.7667,26.8828,20.5321,0.2584,0.1279,0.0826,4.375
18,44,-0.02,-0.16,0.3182,0.247,0.3002,0.3379,0.4286,0.3321,0.3893,0.4085,18.3572,23.5099,18.8679,13.6654,0.396,0.1752,0.2276,4.375
18,44,0.04,-0.08,0.4042,0.3477,0.3908,0.356,0.4554,0.3704,0.4134,0.4135,8.5801,11.5127,9.2761,11.6008,0.5848,0.214,0.4676,4.25
18,44,0.1,0.0,0.2907,0.2738,0.2367,0.2157,0.3545,0.3177,0.229,0.2415,14.2562,12.173,14.967,20.5862,0.706,0.2139,0.6383,4.25
18,44,0.16,0.08,0.2622,0.3101,0.2448,0.1498,0.4165,0.5011,0.3838,0.2731,22.9323,18.7366,22.9848,29.8274,0.8206,0.1981,0.8051,6.25
18,44,0.22,0.16,0.1694,0.1988,0.1458,0.0783,0.3277,0.4043,0.2659,0.1691,27.5269,23.2538,27.5784,34.4311,0.8889,0.1412,0.8799,6.5
18,45,-0.1,-0.16,0.1005,0.0787,0.0943,0.1242,0.3951,0.3236,0.3626,0.4063,28.1245,33.378,28.5138,22.0663,0.1978,0.1041,0.0514,4.75
18,45,-0.04,-0.08,0.361,0.263,0.3298,0.3627,0.4495,0.3229,0.414,0.4261,16.1643,21.4392,16.6844,11.8548,0.4187,0.1878,0.2609,4.0
18,45,0.02,0.0,0.3772,0.3471,0.3952,0.3316,0.4385,0.3668,0.462,0.4377,9.9241,10.0315,10.0312,15.1353,0.6528,0.2175,0.5538,5.0
18,45,0.08,0.08,0.3237,0.3509,0.3096,0.2269,0.5077,0.5336,0.4921,0.4278,18.7536,15.0314,18.8103,25.4884,0.7525,0.2187,0.7381,5.625
18,45,0.14,0.16,0.2285,0.2875,0.2207,0.1287,0.3933,0.5061,0.358,0.2381,25.1428,20.8255,25.1764,32.0548,0.7922,0.2209,0.8418,6.0
18,45,0.22,-0.16,0.2412,0.2832,0.2032,0.1793,0.2929,0.3453,0.181,0.1609,13.0741,11.9497,14.0443,18.4348,0.6563,0.1989,0.5675,5.125
18,45,0.28,-0.08,0.1281,0.1444,0.09,0.046,0.2197,0.2551,0.1421,0.0917,24.9311,20.9246,25.0882,31.7695,0.849,0.1621,0.8312,4.625
18,46,-0.06,0.0,0.337,0.2605,0.3064,0.3564,0.477,0.365,0.4315,0.4513,19.3588,24.6661,19.8655,14.1978,0.3708,0.1694,0.2003,4.5
18,46,0.0,0.08,0.4258,0.3642,0.3679,0.3161,0.501,0.405,0.4413,0.4381,9.724,9.7156,10.2912,15.4178,0.6641,0.206,0.5603,4.75
18,46,0.06,0.16,0.2799,0.3004,0.2663,0.1903,0.4764,0.4781,0.4441,0.3706,21.3062,17.4705,21.3662,28.1069,0.7807,0.2159,0.7802,5.25
18,46,0.14,-0.16,0.3013,0.3103,0.2717,0.2614,0.3167,0.3273,0.2272,0.2317,11.7487,13.6878,12.7782,14.236,0.572,0.2159,0.4579,5.0
18,46,0.2,-0.08,0.1704,0.1797,0.1297,0.0767,0.2385,0.247,0.1725,0.1327,17.9668,15.0351,18.3219,24.3918,0.742,0.2005,0.6952,4.625
18,46,0.26,0.0,0.1313,0.1409,0.0886,0.0411,0.2319,0.2582,0.1398,0.0899,26.2845,22.2083,26.4392,33.1644,0.8795,0.1319,0.8552,4.625
18,47,-0.08,0.08,0.2418,0.1772,0.226,0.2895,0.4367,0.3147,0.408,0.4509,22.1341,27.4843,22.5564,16.474,0.3229,0.1559,0.1542,4.375
18,47,-0.02,0.16,0.4275,0.3584,0.3525,0.3032,0.4922,0.385,0.4131,0.4105,10.5876,10.0018,11.1799,16.5991,0.6699,0.2086,0.5812,4.25
18,47,0.06,-0.16,0.3356,0.2987,0.3026,0.31,0.3711,0.3123,0.2834,0.3165,11.087,14.9719,12.0968,11.2924,0.5483,0.1943,0.3982,4.625
18,47,0.12,-0.08,0.2932,0.3147,0.2845,0.244,0.3367,0.3612,0.2602,0.2424,12.58,11.3678,13.2563,18.0816,0.6673,0.2106,0.5786,4.625
18,47,0.18,0.0,0.2728,0.3158,0.2728,0.1615,0.3823,0.4343,0.3514,0.2641,18.1875,14.548,18.3217,24.9029,0.7663,0.199,0.719,6.375
18,47,0.24,0.08,0.1266,0.1383,0.0894,0.0448,0.2383,0.2647,0.1505,0.1011,27.8082,23.6544,27.9077,34.6826,0.8879,0.1546,0.8823,4.375
18,48,-0.1,0.16,0.1617,0.1237,0.1503,0.1994,0.4129,0.3118,0.3688,0.4253,25.7515,31.0604,26.184,19.8048,0.2713,0.1313,0.0911,4.125
18,48,-0.02,-0.16,0.3359,0.2585,0.3138,0.3607,0.4366,0.3336,0.3809,0.4073,17.0902,22.2583,17.6956,12.6962,0.4174,0.1893,0.2481,4.375
18,48,0.04,-0.08,0.3577,0.308,0.3456,0.3283,0.4178,0.3461,0.3795,0.3873,9.3471,12.7531,10.0241,11.1121,0.5708,0.2137,0.4403,4.25
18,48,0.1,0.0,0.3002,0.285,0.2574,0.2361,0.3596,0.328,0.2463,0.2636,12.9702,11.3379,13.6912,19.0764,0.7,0.202,0.6128,4.25
18,48,0.16,0.08,0.2542,0.2983,0.2459,0.1478,0.4084,0.4892,0.3917,0.2797,23.0396,18.8821,23.0592,29.9017,0.8103,0.1884,0.8071,6.25
18,48,0.22,0.16,0.1863,0.2276,0.1725,0.0897,0.3466,0.447,0.3103,0.1898,27.1946,22.862,27.2147,34.107,0.8662,0.17,0.8746,6.5
18,49,-0.1,-0.16,0.1103,0.0787,0.1001,0.1332,0.3842,0.2711,0.3723,0.4112,27.6932,33.0201,28.0472,21.6243,0.206,0.103,0.0589,4.5
18,49,-0.04,-0.08,0.3518,0.2548,0.3028,0.3291,0.4525,0.3316,0.3804,0.396,16.5527,21.8141,17.2344,12.3533,0.4229,0.1775,0.254,4.0
18,49,0.02,0.0,0.3818,0.3364,0.3471,0.3264,0.4452,0.3642,0.4047,0.4192,9.241,10.0358,9.7808,14.2372,0.6338,0.216,0.5348,5.125
18,49,0.08,0.08,0.3613,0.3946,0.3448,0.2532,0.5,0.532,0.4987,0.4307,16.6782,13.1707,16.721,23.319,0.7342,0.2147,0.7013,5.625
18,49,0.14,0.16,0.2099,0.2535,0.1964,0.1205,0.3856,0.4838,0.3665,0.2601,26.435,22.1421,26.4322,33.3014,0.8526,0.1773,0.8632,6.0
18,49,0.22,-0.16,0.2707,0.334,0.2745,0.2064,0.3481,0.4136,0.2803,0.2339,11.7607,10.8132,12.4475,16.988,0.6228,0.2321,0.553,5.125
18,49,0.28,-0.08,0.1346,0.1653,0.0984,0.0513,0.2269,0.2833,0.1582,0.1072,24.3309,20.2957,24.4863,31.1447,0.824,0.1775,0.8202,4.625
19,0,-0.1,0.18,0.1438,0.1113,0.137,0.1753,0.3985,0.3097,0.3751,0.4032,26.6338,31.9149,27.0143,20.6753,0.2662,0.1157,0.0771,4.125
19,0,-0.02,-0.14,0.3591,0.2948,0.3507,0.3848,0.4581,0.3756,0.4415,0.4573,15.9787,21.0358,16.4049,11.6235,0.4252,0.1954,0.2665,4.25
19,0,0.04,-0.06,0.3925,0.3579,0.3858,0.3343,0.4413,0.3732,0.3994,0.3937,8.8477,11.6633,9.5386,11.7845,0.589,0.2149,0.466,4.25
19,0,0.1,0.02,0.3162,0.3485,0.3397,0.2394,0.4318,0.423,0.4364,0.3712,15.2727,12.3627,15.3331,21.752,0.7199,0.22,0.6717,5.875
19,0,0.16,0.1,0.2575,0.3047,0.2346,0.1452,0.4307,0.5268,0.3738,0.2757,23.7988,19.5327,23.8848,30.7179,0.8025,0.2235,0.8203,6.125
19,0,0.22,0.18,0.176,0.2087,0.1573,0.0784,0.3343,0.4247,0.2867,0.1733,27.557,23.2496,27.5895,34.4679,0.8693,0.168,0.8805,6.5
19,1,-0.1,-0.14,0.1106,0.0844,0.1019,0.1345,0.3557,0.2612,0.3202,0.36,27.7065,32.9995,28.1091,21.7225,0.2104,0.0972,0.0598,4.75
19,1,-0.04,-0.06,0.3679,0.2699,0.3262,0.3607,0.4375,0.3006,0.3684,0.3916,15.5376,20.8193,16.234,11.664,0.4403,0.1816,0.2742,4.5
19,1,0.02,0.02,0.3829,0.3481,0.3543,0.3096,0.491,0.4086,0.4452,0.4454,10.2021,9.7581,10.6586,15.9698,0.6616,0.2165,0.5715,5.0
19,1,0.08,0.1,0.2963,0.3142,0.3004,0.2198,0.4516,0.4261,0.4611,0.4066,18.4941,15.0376,18.5088,25.1349,0.7593,0.2085,0.7316,5.625
19,1,0.14,0.18,0.2447,0.293,0.2384,0.1524,0.4194,0.5124,0.4026,0.2951,24.3962,20.157,24.403,31.2601,0.8109,0.2048,0.8302,6.0
19,1,0.22,-0.14,0.2834,0.3357,0.2704,0.1959,0.3646,0.4193,0.2782,0.2313,11.1504,11.135,12.0637,15.8439,0.6161,0.2172,0.5209,5.0
19,1,0.28,-0.06,0.0992,0.1206,0.0655,0.0244,0.1815,0.2292,0.1148,0.0592,25.8699,21.8053,25.9973,32.701,0.8635,0.1464,0.8456,4.625
19,2,-0.06,0.02,0.3531,0.2671,0.3147,0.3632,0.4642,0.3561,0.4043,0.4368,17.3739,22.6177,17.9786,12.7027,0.4044,0.1816,0.2377,4.5
19,2,0.0,0.1,0.3977,0.3365,0.3273,0.2969,0.492,0.3746,0.4113,0.4255,11.5511,10.3936,12.0648,17.7276,0.6939,0.204,0.6035,4.75
19,2,0.06,0.18,0.29,0.3115,0.2641,0.2006,0.475,0.5016,0.4627,0.3961,21.579,17.6519,21.6014,28.3528,0.7534,0.2347,0.7848,5.25
19,2,0.14,-0.14,0.2753,0.3025,0.2548,0.2365,0.3001,0.3262,0.2186,0.2216,11.9121,12.3837,12.7981,15.9107,0.6154,0.2106,0.5135,4.875
19,2,0.2,-0.06,0.1321,0.1419,0.1024,0.0542,0.2094,0.2263,0.1531,0.1112,19.9026,16.5747,20.1542,26.4529,0.7771,0.2007,0.7336,4.625
19,2,0.26,0.02,0.1296,0.1436,0.0897,0.0377,0.2168,0.2392,0.1288,0.0737,25.773,21.7549,25.9478,32.6489,0.8589,0.1581,0.8446,4.5
19,3,-0.08,0.1,0.2544,0.1775,0.2211,0.2744,0.4244,0.2895,0.3769,0.4105,21.9826,27.3695,22.4693,16.4852,0.3272,0.1706,0.157,4.375
19,3,-0.02,0.18,0.3722,0.3147,0.3267,0.2935,0.4546,0.3451,0.3895,0.409,10.8339,10.2329,11.3483,16.7019,0.6685,0.2224,0.5834,4.125
19,3,0.06,-0.14,0.367,0.3244,0.3486,0.3499,0.4046,0.3475,0.3297,0.348,11.3813,15.4941,12.2855,10.9373,0.5268,0.1984,0.3817,4.625
19,3,0.12,-0.06,0.2737,0.2972,0.2635,0.222,0.3117,0.3359,0.2374,0.223,13.5684,11.7967,14.1533,19.3693,0.692,0.2117,0.6057,4.625
19,3,0.18,0.02,0.1999,0.2282,0.1839,0.094,0.3151,0.355,0.2574,0.1664,21.9261,18.0308,22.0757,28.7874,0.8081,0.191,0.783,6.375
19,3,0.24,0.1,0.1266,0.1377,0.0889,0.0376,0.2163,0.2266,0.1296,0.0767,27.1486,23.0756,27.2825,34.0294,0.8826,0.1473,0.8692,4.375
19,4,-0.1,0.18,0.1382,0.0996,0.1283,0.1676,0.3904,0.2637,0.3611,0.4033,26.6887,32.0504,27.0836,20.7158,0.2588,0.1195,0.0772,4.5
19,4,-0.02,-0.14,0.3392,0.2538,0.3083,0.3524,0.4216,0.3042,0.3617,0.3977,16.8322,22.0179,17.4716,12.6079,0.4189,0.1858,0.2566,4.25
19,4,0.04,-0.06,0.4067,0.359,0.3745,0.3386,0.4669,0.3939,0.4111,0.4218,8.4848,10.8274,9.2567,12.2049,0.614,0.2133,0.4858,4.25
19,4,0.1,0.02,0.3375,0.3198,0.2777,0.2423,0.4055,0.3829,0.2746,0.2711,13.3752,11.2983,14.1209,19.793,0.7062,0.2023,0.6275,4.25
19,4,0.16,0.1,0.2345,0.2857,0.222,0.1303,0.4045,0.5065,0.368,0.26,24.8009,20.5215,24.8383,31.6958,0.8384,0.1831,0.8365,6.25
19,4,0.22,0.18,0.1913,0.2287,0.169,0.0937,0.369,0.4697,0.3032,0.2023,26.9971,22.6703,27.0578,33.9186,0.863,0.1676,0.872,6.5
19,0,-0.1,0.18,0.1449,0.1053,0.141,0.1912,0.3403,0.2241,0.3532,0.4113,26.0486,31.3852,26.3553,19.9781,0.2697,0.1326,0.089,4.0
19,0,-0.02,-0.14,0.3776,0.2984,0.3383,0.3654,0.4614,0.3608,0.4012,0.4193,15.4129,20.5306,16.0702,11.539,0.4345,0.2012,0.2765,4.25
19,0,0.04,-0.06,0.4023,0.3401,0.3565,0.3291,0.447,0.36,0.3904,0.395,8.7714,11.4633,9.5625,12.1009,0.595,0.2146,0.4756,4.25
19,0,0.1,0.02,0.3029,0.296,0.2738,0.2388,0.3572,0.332,0.264,0.268,14.3299,12.1047,14.8699,20.6111,0.7285,0.1921,0.6414,4.25
19,0,0.16,0.1,0.246,0.3045,0.2484,0.1495,0.4184,0.5262,0.4172,0.2957,23.9665,19.6959,23.9486,30.8289,0.8278,0.1896,0.823,6.25
19,0,0.22,0.18,0.1544,0.1917,0.139,0.0698,0.314,0.408,0.273,0.1703,28.1164,23.7986,28.1358,35.0045,0.8837,0.1499,0.8893,6.5
19,1,-0.1,-0.14,0.1022,0.0785,0.0957,0.1263,0.3791,0.2973,0.3616,0.406,27.9682,33.2387,28.3319,21.8908,0.2061,0.0955,0.0546,4.5
19,1,-0.04,-0.06,0.3676,0.2887,0.3319,0.351,0.4536,0.3554,0.3983,0.4036,15.1486,20.2397,15.7879,11.4574,0.4526,0.1893,0.282,4.5
19,1,0.02,0.02,0.4269,0.3903,0.401,0.3426,0.4993,0.4337,0.4511,0.4405,9.1903,9.5639,9.7517,14.5717,0.6466,0.2068,0.5431,5.0
19,1,0.08,0.1,0.3048,0.3522,0.3089,0.2053,0.4564,0.5178,0.4579,0.359,20.6181,16.6364,20.6172,27.4078,0.7788,0.2176,0.7678,5.625
19,1,0.14,0.18,0.2179,0.2695,0.2081,0.1217,0.4017,0.5169,0.3768,0.2559,26.2279,21.903,26.2332,33.1189,0.841,0.2043,0.8602,6.0
19,1,0.22,-0.14,0.2848,0.3532,0.2703,0.2055,0.35,0.4204,0.2582,0.2087,11.8828,10.983,12.7624,17.1287,0.6244,0.2272,0.5483,5.0
19,1,0.28,-0.06,0.135,0.1575,0.094,0.0447,0.2187,0.2598,0.1419,0.0914,24.4615,20.4762,24.6421,31.2876,0.8381,0.1697,0.8213,4.625
19,2,-0.06,0.02,0.3146,0.2267,0.2928,0.3538,0.4156,0.2929,0.3926,0.4273,18.0159,23.296,18.4602,13.1263,0.4061,0.1786,0.2308,4.375
19,2,0.0,0.1,0.3741,0.3373,0.3444,0.2861,0.4648,0.376,0.4033,0.3943,11.5535,10.3376,11.9954,17.6904,0.685,0.217,0.6011,4.625
19,2,0.06,0.18,0.2966,0.3286,0.2921,0.1821,0.4643,0.5058,0.4588,0.339,21.4027,17.4302,21.4114,28.2486,0.7858,0.2074,0.7815,5.25
19,2,0.14,-0.14,0.2755,0.3036,0.2731,0.2399,0.2933,0.3207,0.223,0.2138,12.1564,11.8663,12.8878,16.8806,0.6497,0.2065,0.5438,4.875
19,2,0.2,-0.06,0.1347,0.1544,0.1139,0.0501,0.2002,0.2244,0.1521,0.0976,21.0252,17.5224,21.2249,27.6348,0.8019,0.1817,0.7533,4.625
19,2,0.26,0.02,0.1251,0.1355,0.085,0.0373,0.2027,0.2165,0.1308,0.0802,26.515,22.4812,26.6356,33.3604,0.8797,0.1371,0.8578,4.5
19,3,-0.08,0.1,0.2772,0.193,0.2394,0.3056,0.4156,0.279,0.3513,0.3953,21.1554,26.5433,21.7087,15.8033,0.34,0.16,0.1715,4.625
19,3,-0.02,0.18,0.4108,0.3453,0.3477,0.2908,0.4997,0.3793,0.4301,0.419,11.579,10.4126,12.0465,17.8128,0.687,0.2091,0.6045,4.125
19,3,0.06,-0.14,0.3561,0.3141,0.3345,0.3391,0.41,0.3639,0.3447,0.3712,10.5054,14.4009,11.362,10.6147,0.5295,0.2057,0.3996,4.625
19,3,0.12,-0.06,0.2987,0.3173,0.2702,0.2375,0.3298,0.3505,0.2314,0.2217,12.3284,11.4252,13.1858,17.7282,0.6587,0.2083,0.5679,4.625
19,3,0.18,0.02,0.2673,0.3082,0.2474,0.1439,0.4087,0.4692,0.3601,0.2591,21.1751,17.1582,21.2951,28.0637,0.8063,0.1894,0.7744,6.375
19,3,0.24,0.1,0.1366,0.1488,0.0996,0.0468,0.2434,0.2659,0.1514,0.0936,26.9889,22.8759,27.1219,33.885,0.8875,0.1398,0.8679,4.25
19,4,-0.1,0.18,0.1504,0.1087,0.135,0.1769,0.3622,0.2434,0.3505,0.3864,26.1747,31.5182,26.535,20.2221,0.2749,0.1191,0.0862,3.875
19,4,-0.02,-0.14,0.3539,0.264,0.3123,0.3365,0.4289,0.3101,0.3509,0.3686,15.5761,20.7394,16.331,11.9607,0.4428,0.1918,0.2778,4.25
19,4,0.04,-0.06,0.408,0.3611,0.3886,0.345,0.4568,0.389,0.4172,0.4046,8.7217,11.3492,9.3867,11.9729,0.5912,0.2204,0.4732,5.375
19,4,0.1,0.02,0.3486,0.3775,0.3728,0.2545,0.4617,0.4666,0.4927,0.4016,16.0855,12.8647,16.0258,22.6322,0.7476,0.1968,0.6877,5.875
19,4,0.16,0.1,0.2325,0.2833,0.2243,0.1274,0.3978,0.492,0.3768,0.2548,24.8472,20.5831,24.8589,31.7407,0.8404,0.1706,0.837,6.25
19,4,0.22,0.18,0.1818,0.2233,0.1755,0.0926,0.3471,0.4458,0.3184,0.2019,27.0762,22.7595,27.0856,33.9705,0.8419,0.1916,0.8728,6.5
19,5,-0.1,-0.14,0.1128,0.0889,0.1091,0.1404,0.3538,0.2788,0.3651,0.3922,27.717,32.9747,28.0288,21.6431,0.2136,0.1035,0.0595,4.625
19,5,-0.04,-0.06,0.3412,0.2578,0.3245,0.3593,0.4415,0.3314,0.4266,0.4368,16.8697,22.093,17.2863,12.264,0.4051,0.1913,0.2488,4.5
19,5,0.02,0.02,0.3902,0.3566,0.3579,0.3096,0.4985,0.4242,0.4433,0.443,11.2174,9.9812,11.6391,17.3139,0.689,0.2111,0.597,5.125
19,5,0.08,0.1,0.3344,0.3634,0.3371,0.2322,0.4735,0.475,0.4817,0.4025,18.0606,14.5215,18.0648,24.7421,0.7551,0.2105,0.7244,5.5
19,5,0.14,0.18,0.2429,0.2812,0.2216,0.1362,0.4205,0.4878,0.3848,0.2677,25.0664,20.8603,25.0966,31.9678,0.8076,0.2147,0.8414,6.0
19,5,0.22,-0.14,0.2483,0.2972,0.2522,0.156,0.3129,0.3439,0.2549,0.1912,12.7227,12.117,13.3439,17.7702,0.6427,0.2102,0.5523,4.75
